,HI-LABEL
39076,1
39077,1
39078,0
39079,1
39080,0
39081,1
39082,1
39083,0
39084,1
39085,1
39086,1
39087,0
39088,1
39089,1
39090,1
39091,1
39092,0
39093,1
39094,1
39095,1
39096,1
39097,1
39098,1
39099,1
39100,1
39101,1
39102,1
39103,1
39104,1
39105,1
39106,1
39107,1
39108,1
39109,1
39110,1
39111,1
39112,1
39113,1
39114,1
39115,1
39116,1
39117,1
39118,1
39119,1
39120,1
39121,1
39122,1
39123,1
39124,1
39125,1
39126,0
39127,1
39128,1
39129,1
39130,1
39131,1
39132,1
39133,1
39134,1
39135,1
39136,1
39137,1
39138,1
39139,1
39140,0
39141,1
39142,1
39143,1
39144,1
39145,1
39146,1
39147,1
39148,1
39149,1
39150,0
39151,1
39152,1
39153,1
39154,1
39155,1
39156,1
39157,1
39158,1
39159,0
39160,1
39161,1
39162,0
39163,0
39164,0
39165,1
39166,1
39167,1
39168,1
39169,1
39170,1
39171,1
39172,1
39173,1
39174,1
39175,1
39176,1
39177,0
39178,0
39179,1
39180,1
39181,1
39182,1
39183,1
39184,1
39185,1
39186,1
39187,0
39188,1
39189,0
39190,1
39191,0
39192,1
39193,1
39194,1
39195,1
39196,1
39197,1
39198,1
39199,1
39200,1
39201,1
39202,1
39203,1
39204,0
39205,1
39206,1
39207,0
39208,0
39209,1
39210,1
39211,1
39212,1
39213,1
39214,1
39215,1
39216,1
39217,1
39218,1
39219,1
39220,1
39221,1
39222,1
39223,1
39224,1
39225,1
39226,1
39227,0
39228,1
39229,1
39230,0
39231,1
39232,1
39233,1
39234,1
39235,1
39236,1
39237,1
39238,1
39239,1
39240,1
39241,1
39242,1
39243,1
39244,1
39245,1
39246,1
39247,1
39248,1
39249,1
39250,1
39251,1
39252,1
39253,1
39254,1
39255,1
39256,1
39257,0
39258,0
39259,0
39260,0
39261,1
39262,0
39263,1
39264,1
39265,0
39266,1
39267,1
39268,1
39269,1
39270,1
39271,1
39272,1
39273,1
39274,0
39275,1
39276,1
39277,1
39278,1
39279,1
39280,1
39281,0
39282,1
39283,1
39284,1
39285,1
39286,1
39287,1
39288,1
39289,1
39290,1
39291,1
39292,1
39293,1
39294,1
39295,1
39296,0
39297,1
39298,1
39299,0
39300,1
39301,1
39302,1
39303,1
39304,1
39305,1
39306,1
39307,0
39308,1
39309,0
39310,1
39311,1
39312,1
39313,1
39314,1
39315,1
39316,1
39317,1
39318,1
39319,1
39320,1
39321,1
39322,1
39323,0
39324,1
39325,1
39326,1
39327,1
39328,1
39329,1
39330,0
39331,0
39332,1
39333,1
39334,1
39335,0
39336,1
39337,1
39338,1
39339,1
39340,1
39341,1
39342,1
39343,1
39344,1
39345,1
39346,1
39347,1
39348,0
39349,1
39350,1
39351,1
39352,1
39353,1
39354,1
39355,1
39356,1
39357,1
39358,1
39359,1
39360,1
39361,1
39362,1
39363,1
39364,0
39365,0
39366,1
39367,1
39368,1
39369,1
39370,1
39371,1
39372,0
39373,1
39374,1
39375,1
39376,0
39377,1
39378,1
39379,1
39380,0
39381,1
39382,0
39383,0
39384,1
39385,1
39386,0
39387,0
39388,0
39389,1
39390,0
39391,1
39392,1
39393,1
39394,1
39395,1
39396,1
39397,1
39398,1
39399,0
39400,1
39401,1
39402,1
39403,1
39404,0
39405,1
39406,1
39407,1
39408,1
39409,0
39410,0
39411,1
39412,1
39413,1
39414,1
39415,1
39416,1
39417,1
39418,0
39419,1
39420,1
39421,1
39422,0
39423,1
39424,1
39425,1
39426,1
39427,0
39428,1
39429,0
39430,1
39431,1
39432,1
39433,1
39434,0
39435,1
39436,1
39437,0
39438,1
39439,1
39440,0
39441,1
39442,1
39443,1
39444,1
39445,1
39446,0
39447,1
39448,1
39449,0
39450,1
39451,1
39452,1
39453,1
39454,0
39455,1
39456,1
39457,1
39458,1
39459,1
39460,0
39461,1
39462,0
39463,0
39464,1
39465,1
39466,1
39467,1
39468,0
39469,1
39470,1
39471,1
39472,1
39473,0
39474,1
39475,1
39476,0
39477,0
39478,1
39479,0
39480,1
39481,1
39482,1
39483,0
39484,0
39485,0
39486,1
39487,1
39488,1
39489,1
39490,1
39491,1
39492,1
39493,1
39494,0
39495,1
39496,1
39497,1
39498,1
39499,1
39500,1
39501,1
39502,1
39503,0
39504,1
39505,1
39506,0
39507,1
39508,1
39509,1
39510,1
39511,1
39512,1
39513,1
39514,1
39515,1
39516,1
39517,0
39518,0
39519,0
39520,0
39521,0
39522,0
39523,0
39524,1
39525,0
39526,1
39527,1
39528,1
39529,1
39530,1
39531,1
39532,1
39533,1
39534,1
39535,1
39536,1
39537,1
39538,1
39539,1
39540,1
39541,1
39542,1
39543,1
39544,0
39545,1
39546,1
39547,1
39548,1
39549,1
39550,1
39551,1
39552,1
39553,1
39554,1
39555,1
39556,1
39557,1
39558,1
39559,1
39560,1
39561,1
39562,1
39563,1
39564,1
39565,1
39566,1
39567,1
39568,0
39569,1
39570,0
39571,1
39572,1
39573,1
39574,1
39575,1
39576,1
39577,1
39578,1
39579,1
39580,0
39581,1
39582,1
39583,1
39584,0
39585,0
39586,0
39587,1
39588,1
39589,1
39590,1
39591,1
39592,1
39593,1
39594,1
39595,1
39596,1
39597,1
39598,1
39599,0
39600,1
39601,1
39602,1
39603,1
39604,1
39605,1
39606,1
39607,1
39608,1
39609,0
39610,1
39611,1
39612,1
39613,1
39614,0
39615,1
39616,0
39617,1
39618,1
39619,1
39620,0
39621,1
39622,1
39623,1
39624,1
39625,1
39626,1
39627,0
39628,1
39629,0
39630,1
39631,1
39632,1
39633,0
39634,0
39635,0
39636,1
39637,1
39638,1
39639,1
39640,0
39641,1
39642,0
39643,1
39644,1
39645,1
39646,1
39647,1
39648,0
39649,1
39650,1
39651,1
39652,0
39653,1
39654,0
39655,1
39656,1
39657,0
39658,0
39659,1
39660,1
39661,1
39662,1
39663,1
39664,1
39665,1
39666,0
39667,1
39668,1
39669,1
39670,1
39671,1
39672,1
39673,1
39674,1
39675,1
39676,1
39677,1
39678,0
39679,1
39680,0
39681,0
39682,1
39683,1
39684,1
39685,1
39686,1
39687,1
39688,1
39689,1
39690,1
39691,1
39692,1
39693,0
39694,0
39695,0
39696,0
39697,1
39698,1
39699,1
39700,1
39701,1
39702,0
39703,1
39704,1
39705,1
39706,1
39707,0
39708,1
39709,1
39710,1
39711,1
39712,1
39713,0
39714,1
39715,1
39716,0
39717,1
39718,1
39719,1
39720,1
39721,1
39722,1
39723,1
39724,1
39725,1
39726,1
39727,1
39728,1
39729,0
39730,0
39731,1
39732,1
39733,1
39734,0
39735,1
39736,1
39737,1
39738,1
39739,0
39740,0
39741,1
39742,0
39743,1
39744,1
39745,1
39746,1
39747,1
39748,1
39749,1
39750,1
39751,1
39752,1
39753,0
39754,0
39755,1
39756,0
39757,1
39758,1
39759,1
39760,0
39761,0
39762,1
39763,0
39764,0
39765,1
39766,1
39767,1
39768,1
39769,1
39770,0
39771,1
39772,1
39773,1
39774,1
39775,1
39776,1
39777,1
39778,0
39779,0
39780,1
39781,1
39782,1
39783,1
39784,1
39785,1
39786,1
39787,1
39788,1
39789,1
39790,1
39791,1
39792,1
39793,1
39794,1
39795,0
39796,0
39797,1
39798,1
39799,1
39800,1
39801,0
39802,0
39803,1
39804,1
39805,0
39806,1
39807,1
39808,1
39809,1
39810,1
39811,1
39812,1
39813,0
39814,1
39815,1
39816,1
39817,1
39818,1
39819,1
39820,1
39821,1
39822,1
39823,1
39824,1
39825,1
39826,1
39827,1
39828,1
39829,0
39830,1
39831,0
39832,0
39833,1
39834,1
39835,1
39836,0
39837,1
39838,1
39839,1
39840,1
39841,1
39842,1
39843,1
39844,1
39845,1
39846,1
39847,1
39848,1
39849,1
39850,1
39851,1
39852,1
39853,1
39854,0
39855,0
39856,1
39857,1
39858,1
39859,1
39860,1
39861,0
39862,1
39863,1
39864,0
39865,1
39866,1
39867,1
39868,1
39869,1
39870,1
39871,1
39872,0
39873,1
39874,1
39875,1
39876,1
39877,0
39878,1
39879,1
39880,0
39881,1
39882,1
39883,1
39884,1
39885,0
39886,0
39887,1
39888,1
39889,1
39890,0
39891,1
39892,0
39893,1
39894,1
39895,1
39896,1
39897,1
39898,1
39899,1
39900,0
39901,1
39902,1
39903,1
39904,0
39905,1
39906,1
39907,0
39908,1
39909,1
39910,0
39911,0
39912,0
39913,1
39914,1
39915,1
39916,1
39917,1
39918,1
39919,1
39920,1
39921,1
39922,1
39923,1
39924,1
39925,1
39926,1
39927,1
39928,1
39929,1
39930,1
39931,0
39932,1
39933,1
39934,1
39935,1
39936,1
39937,1
39938,1
39939,0
39940,1
39941,1
39942,0
39943,1
39944,1
39945,1
39946,0
39947,0
39948,1
39949,1
39950,1
39951,1
39952,1
39953,0
39954,0
39955,1
39956,1
39957,1
39958,1
39959,0
39960,1
39961,1
39962,1
39963,1
39964,1
39965,1
39966,0
39967,1
39968,1
39969,1
39970,1
39971,1
39972,1
39973,1
39974,1
39975,1
39976,0
39977,0
39978,1
39979,1
39980,1
39981,1
39982,1
39983,1
39984,1
39985,1
39986,0
39987,1
39988,1
39989,0
39990,1
39991,1
39992,1
39993,1
39994,0
39995,1
39996,0
39997,1
39998,1
39999,0
40000,1
40001,1
40002,1
40003,1
40004,1
40005,1
40006,1
40007,1
40008,1
40009,0
40010,1
40011,1
40012,1
40013,0
40014,1
40015,1
40016,1
40017,1
40018,1
40019,1
40020,1
40021,1
40022,1
40023,0
40024,1
40025,1
40026,0
40027,0
40028,0
40029,1
40030,0
40031,1
40032,1
40033,0
40034,1
40035,1
40036,0
40037,1
40038,0
40039,0
40040,0
40041,1
40042,1
40043,1
40044,1
40045,1
40046,1
40047,1
40048,1
40049,1
40050,1
40051,1
40052,1
40053,0
40054,0
40055,1
40056,1
40057,0
40058,0
40059,0
40060,1
40061,0
40062,1
40063,1
40064,1
40065,1
40066,1
40067,0
40068,1
40069,1
40070,1
40071,1
40072,1
40073,1
40074,1
40075,0
40076,1
40077,1
40078,1
40079,1
40080,1
40081,1
40082,0
40083,1
40084,1
40085,1
40086,1
40087,1
40088,0
40089,1
40090,1
40091,1
40092,1
40093,1
40094,1
40095,1
40096,1
40097,1
40098,1
40099,1
40100,0
40101,0
40102,1
40103,1
40104,1
40105,0
40106,1
40107,1
40108,1
40109,1
40110,0
40111,0
40112,1
40113,0
40114,1
40115,1
40116,1
40117,1
40118,1
40119,1
40120,1
40121,0
40122,1
40123,1
40124,0
40125,0
40126,1
40127,1
40128,1
40129,1
40130,1
40131,1
40132,1
40133,1
40134,1
40135,1
40136,1
40137,1
40138,1
40139,1
40140,1
40141,1
40142,1
40143,1
40144,1
40145,1
40146,1
40147,1
40148,0
40149,0
40150,1
40151,0
40152,1
40153,1
40154,1
40155,1
40156,1
40157,1
40158,1
40159,0
40160,1
40161,1
40162,1
40163,1
40164,1
40165,1
40166,1
40167,1
40168,0
40169,0
40170,1
40171,1
40172,1
40173,1
40174,1
40175,1
40176,1
40177,1
40178,0
40179,1
40180,1
40181,1
40182,1
40183,1
40184,1
40185,1
40186,1
40187,1
40188,0
40189,0
40190,0
40191,0
40192,0
40193,0
40194,1
40195,1
40196,1
40197,1
40198,0
40199,0
40200,1
40201,0
40202,1
40203,1
40204,0
40205,1
40206,1
40207,0
40208,1
40209,1
40210,1
40211,0
40212,1
40213,1
40214,0
40215,1
40216,1
40217,1
40218,1
40219,1
40220,0
40221,1
40222,0
40223,0
40224,1
40225,1
40226,1
40227,1
40228,0
40229,1
40230,1
40231,1
40232,1
40233,1
40234,1
40235,0
40236,0
40237,1
40238,1
40239,1
40240,1
40241,1
40242,1
40243,1
40244,1
40245,1
40246,1
40247,0
40248,1
40249,1
40250,1
40251,0
40252,1
40253,0
40254,1
40255,1
40256,1
40257,1
40258,1
40259,1
40260,0
40261,1
40262,1
40263,1
40264,1
40265,1
40266,0
40267,1
40268,1
40269,1
40270,1
40271,1
40272,1
40273,1
40274,1
40275,1
40276,1
40277,1
40278,1
40279,0
40280,0
40281,0
40282,0
40283,0
40284,1
40285,1
40286,0
40287,1
40288,1
40289,1
40290,1
40291,1
40292,0
40293,1
40294,1
40295,0
40296,1
40297,1
40298,1
40299,1
40300,0
40301,1
40302,1
40303,0
40304,0
40305,0
40306,1
40307,1
40308,1
40309,1
40310,1
40311,0
40312,1
40313,1
40314,1
40315,1
40316,1
40317,1
40318,0
40319,1
40320,1
40321,0
40322,1
40323,0
40324,1
40325,1
40326,1
40327,1
40328,1
40329,1
40330,0
40331,1
40332,1
40333,1
40334,0
40335,0
40336,1
40337,1
40338,1
40339,1
40340,1
40341,1
40342,1
40343,1
40344,0
40345,0
40346,1
40347,1
40348,1
40349,1
40350,1
40351,1
40352,1
40353,0
40354,0
40355,0
40356,0
40357,0
40358,1
40359,1
40360,1
40361,1
40362,1
40363,1
40364,1
40365,0
40366,0
40367,1
40368,0
40369,0
40370,0
40371,1
40372,1
40373,0
40374,1
40375,1
40376,1
40377,0
40378,1
40379,1
40380,1
40381,1
40382,1
40383,1
40384,0
40385,1
40386,1
40387,1
40388,1
40389,0
40390,0
40391,1
40392,1
40393,1
40394,1
40395,1
40396,0
40397,1
40398,1
40399,0
40400,1
40401,1
40402,0
40403,1
40404,1
40405,1
40406,1
40407,1
40408,1
40409,1
40410,1
40411,1
40412,1
40413,1
40414,1
40415,1
40416,1
40417,1
40418,1
40419,0
40420,1
40421,1
40422,0
40423,1
40424,1
40425,1
40426,1
40427,1
40428,1
40429,1
40430,1
40431,0
40432,1
40433,1
40434,1
40435,1
40436,0
40437,1
40438,1
40439,1
40440,1
40441,1
40442,1
40443,1
40444,1
40445,0
40446,1
40447,1
40448,1
40449,1
40450,1
40451,0
40452,1
40453,1
40454,1
40455,1
40456,1
40457,1
40458,0
40459,1
40460,1
40461,1
40462,1
40463,1
40464,0
40465,1
40466,1
40467,1
40468,1
40469,1
40470,1
40471,1
40472,1
40473,1
40474,1
40475,1
40476,0
40477,0
40478,0
40479,1
40480,1
40481,0
40482,1
40483,1
40484,0
40485,0
40486,0
40487,0
40488,1
40489,1
40490,1
40491,0
40492,0
40493,0
40494,1
40495,1
40496,1
40497,1
40498,1
40499,0
40500,1
40501,1
40502,1
40503,1
40504,1
40505,1
40506,1
40507,1
40508,0
40509,0
40510,1
40511,1
40512,1
40513,1
40514,1
40515,1
40516,1
40517,1
40518,1
40519,1
40520,1
40521,1
40522,1
40523,0
40524,0
40525,1
40526,1
40527,1
40528,0
40529,1
40530,1
40531,1
40532,1
40533,0
40534,1
40535,1
40536,1
40537,1
40538,1
40539,0
40540,1
40541,0
40542,1
40543,1
40544,1
40545,1
40546,1
40547,1
40548,1
40549,0
40550,1
40551,1
40552,1
40553,1
40554,1
40555,1
40556,1
40557,1
40558,0
40559,1
40560,1
40561,1
40562,1
40563,1
40564,1
40565,1
40566,0
40567,1
40568,0
40569,1
40570,1
40571,1
40572,0
40573,0
40574,1
40575,1
40576,1
40577,1
40578,1
40579,1
40580,1
40581,1
40582,0
40583,0
40584,0
40585,0
40586,1
40587,1
40588,1
40589,1
40590,1
40591,0
40592,1
40593,0
40594,1
40595,1
40596,1
40597,0
40598,1
40599,1
40600,0
40601,1
40602,1
40603,0
40604,1
40605,1
40606,1
40607,1
40608,1
40609,1
40610,1
40611,1
40612,1
40613,1
40614,1
40615,1
40616,1
40617,0
40618,1
40619,1
40620,1
40621,1
40622,0
40623,1
40624,0
40625,1
40626,1
40627,1
40628,1
40629,1
40630,0
40631,1
40632,1
40633,1
40634,1
40635,1
40636,1
40637,1
40638,1
40639,1
40640,1
40641,1
40642,1
40643,1
40644,1
40645,1
40646,1
40647,1
40648,1
40649,1
40650,1
40651,1
40652,1
40653,1
40654,1
40655,1
40656,1
40657,1
40658,1
40659,1
40660,1
40661,1
40662,1
40663,1
40664,1
40665,1
40666,1
40667,1
40668,1
40669,1
40670,1
40671,1
40672,1
40673,1
40674,1
40675,1
40676,1
40677,1
40678,1
40679,1
40680,1
40681,1
40682,1
40683,1
40684,1
40685,1
40686,1
40687,1
40688,1
40689,1
40690,1
40691,1
40692,1
40693,0
40694,1
40695,1
40696,1
40697,1
40698,1
40699,1
40700,1
40701,1
40702,1
40703,1
40704,1
40705,1
40706,0
40707,1
40708,1
40709,1
40710,1
40711,1
40712,1
40713,1
40714,1
40715,1
40716,1
40717,1
40718,1
40719,1
40720,1
40721,1
40722,1
40723,1
40724,1
40725,1
40726,0
40727,1
40728,1
40729,1
40730,1
40731,1
40732,1
40733,1
40734,1
40735,1
40736,1
40737,1
40738,1
40739,1
40740,1
40741,1
40742,1
40743,0
40744,0
40745,1
40746,1
40747,1
40748,1
40749,1
40750,1
40751,1
40752,0
40753,1
40754,1
40755,1
40756,1
40757,1
40758,1
40759,0
40760,1
40761,1
40762,1
40763,1
40764,1
40765,1
40766,1
40767,1
40768,1
40769,1
40770,1
40771,0
40772,1
40773,1
40774,1
40775,1
40776,1
40777,0
40778,1
40779,1
40780,1
40781,1
40782,1
40783,1
40784,1
40785,1
40786,1
40787,0
40788,1
40789,1
40790,1
40791,0
40792,1
40793,1
40794,1
40795,0
40796,0
40797,1
40798,0
40799,1
40800,1
40801,1
40802,1
40803,0
40804,1
40805,1
40806,1
40807,1
40808,1
40809,1
40810,1
40811,0
40812,1
40813,1
40814,1
40815,1
40816,1
40817,0
40818,1
40819,1
40820,1
40821,1
40822,1
40823,1
40824,1
40825,1
40826,1
40827,1
40828,1
40829,0
40830,1
40831,1
40832,0
40833,1
40834,1
40835,0
40836,0
40837,0
40838,0
40839,1
40840,0
40841,0
40842,0
40843,1
40844,1
40845,1
40846,1
40847,1
40848,1
40849,1
40850,1
40851,0
40852,1
40853,0
40854,1
40855,1
40856,0
40857,1
40858,0
40859,1
40860,0
40861,0
40862,0
40863,1
40864,1
40865,1
40866,1
40867,1
40868,1
40869,1
40870,1
40871,0
40872,1
40873,1
40874,1
40875,1
40876,0
40877,1
40878,1
40879,0
40880,1
40881,1
40882,1
40883,1
40884,1
40885,1
40886,0
40887,1
40888,1
40889,1
40890,0
40891,1
40892,1
40893,1
40894,1
40895,1
40896,1
40897,1
40898,1
40899,0
40900,1
40901,1
40902,1
40903,1
40904,1
40905,1
40906,1
40907,0
40908,1
40909,1
40910,1
40911,1
40912,0
40913,0
40914,1
40915,1
40916,1
40917,1
40918,0
40919,1
40920,1
40921,1
40922,1
40923,0
40924,1
40925,1
40926,1
40927,1
40928,1
40929,1
40930,1
40931,1
40932,1
40933,1
40934,1
40935,0
40936,0
40937,0
40938,1
40939,1
40940,1
40941,1
40942,1
40943,1
40944,1
40945,1
40946,1
40947,1
40948,1
40949,1
40950,1
40951,1
40952,0
40953,0
40954,1
40955,1
40956,1
40957,0
40958,1
40959,1
40960,1
40961,1
40962,0
40963,1
40964,0
40965,1
40966,1
40967,1
40968,1
40969,0
40970,1
40971,1
40972,0
40973,1
40974,1
40975,1
40976,0
40977,1
40978,1
40979,1
40980,1
40981,0
40982,1
40983,1
40984,0
40985,1
40986,0
40987,0
40988,1
40989,0
40990,1
40991,1
40992,0
40993,1
40994,1
40995,1
40996,0
40997,1
40998,0
40999,1
41000,1
41001,1
41002,0
41003,1
41004,1
41005,1
41006,1
41007,1
41008,1
41009,1
41010,1
41011,1
41012,1
41013,1
41014,1
41015,1
41016,1
41017,1
41018,0
41019,1
41020,0
41021,1
41022,1
41023,0
41024,1
41025,0
41026,1
41027,1
41028,1
41029,1
41030,1
41031,1
41032,1
41033,1
41034,1
41035,1
41036,1
41037,1
41038,1
41039,1
41040,1
41041,1
41042,1
41043,1
41044,1
41045,1
41046,1
41047,0
41048,0
41049,1
41050,1
41051,1
41052,0
41053,1
41054,1
41055,0
41056,1
41057,1
41058,1
41059,1
41060,1
41061,1
41062,1
41063,1
41064,1
41065,1
41066,1
41067,0
41068,1
41069,1
41070,0
41071,1
41072,1
41073,0
41074,0
41075,1
41076,1
41077,1
41078,1
41079,1
41080,0
41081,1
41082,1
41083,0
41084,1
41085,1
41086,1
41087,1
41088,0
41089,0
41090,1
41091,1
41092,1
41093,1
41094,1
41095,1
41096,0
41097,1
41098,1
41099,1
41100,0
41101,1
41102,1
41103,1
41104,1
41105,1
41106,1
41107,1
41108,1
41109,1
41110,1
41111,0
41112,1
41113,0
41114,1
41115,1
41116,1
41117,1
41118,1
41119,0
41120,1
41121,1
41122,1
41123,0
41124,0
41125,0
41126,1
41127,1
41128,0
41129,0
41130,0
41131,0
41132,1
41133,0
41134,0
41135,1
41136,1
41137,0
41138,1
41139,1
41140,0
41141,1
41142,1
41143,0
41144,1
41145,0
41146,1
41147,1
41148,1
41149,1
41150,1
41151,1
41152,1
41153,1
41154,1
41155,1
41156,1
41157,1
41158,1
41159,1
41160,0
41161,1
41162,1
41163,1
41164,1
41165,1
41166,1
41167,1
41168,1
41169,0
41170,1
41171,1
41172,0
41173,1
41174,1
41175,1
41176,0
41177,1
41178,1
41179,0
41180,1
41181,1
41182,1
41183,1
41184,1
41185,1
41186,1
41187,1
41188,1
41189,1
41190,1
41191,1
41192,0
41193,1
41194,0
41195,1
41196,1
41197,1
41198,1
41199,0
41200,1
41201,1
41202,1
41203,1
41204,1
41205,1
41206,1
41207,1
41208,1
41209,1
41210,1
41211,1
41212,1
41213,1
41214,1
41215,1
41216,1
41217,0
41218,1
41219,1
41220,1
41221,1
41222,1
41223,0
41224,1
41225,1
41226,0
41227,0
41228,0
41229,0
41230,1
41231,0
41232,1
41233,1
41234,1
41235,1
41236,0
41237,0
41238,0
41239,1
41240,1
41241,0
41242,0
41243,0
41244,0
41245,1
41246,1
41247,1
41248,1
41249,0
41250,1
41251,0
41252,1
41253,1
41254,1
41255,0
41256,0
41257,1
41258,1
41259,1
41260,1
41261,1
41262,1
41263,1
41264,1
41265,1
41266,1
41267,0
41268,1
41269,1
41270,1
41271,1
41272,1
41273,1
41274,1
41275,1
41276,1
41277,1
41278,1
41279,1
41280,1
41281,1
41282,1
41283,0
41284,1
41285,1
41286,1
41287,0
41288,1
41289,0
41290,1
41291,1
41292,1
41293,1
41294,1
41295,1
41296,1
41297,1
41298,1
41299,1
41300,1
41301,0
41302,0
41303,1
41304,1
41305,1
41306,1
41307,1
41308,1
41309,1
41310,1
41311,1
41312,1
41313,1
41314,0
41315,1
41316,1
41317,1
41318,1
41319,1
41320,1
41321,1
41322,1
41323,1
41324,1
41325,1
41326,1
41327,1
41328,0
41329,1
41330,1
41331,1
41332,0
41333,1
41334,1
41335,1
41336,0
41337,1
41338,1
41339,1
41340,1
41341,1
41342,1
41343,1
41344,1
41345,1
41346,1
41347,1
41348,1
41349,1
41350,1
41351,1
41352,1
41353,1
41354,1
41355,1
41356,1
41357,0
41358,1
41359,1
41360,1
41361,1
41362,1
41363,1
41364,1
41365,1
41366,1
41367,1
41368,1
41369,1
41370,1
41371,1
41372,1
41373,1
41374,1
41375,0
41376,1
41377,0
41378,0
41379,0
41380,0
41381,1
41382,1
41383,1
41384,1
41385,1
41386,0
41387,1
41388,1
41389,1
41390,1
41391,0
41392,1
41393,0
41394,1
41395,1
41396,1
41397,1
41398,1
41399,1
41400,0
41401,1
41402,1
41403,1
41404,1
41405,1
41406,1
41407,1
41408,1
41409,1
41410,1
41411,1
41412,1
41413,1
41414,0
41415,1
41416,1
41417,1
41418,1
41419,0
41420,0
41421,1
41422,1
41423,1
41424,1
41425,1
41426,1
41427,0
41428,1
41429,1
41430,0
41431,1
41432,1
41433,1
41434,1
41435,1
41436,1
41437,1
41438,1
41439,1
41440,1
41441,0
41442,1
41443,1
41444,1
41445,1
41446,1
41447,1
41448,1
41449,1
41450,1
41451,1
41452,0
41453,1
41454,0
41455,0
41456,1
41457,1
41458,1
41459,1
41460,0
41461,0
41462,0
41463,0
41464,1
41465,1
41466,1
41467,1
41468,1
41469,1
41470,1
41471,1
41472,1
41473,1
41474,0
41475,1
41476,1
41477,1
41478,1
41479,0
41480,1
41481,1
41482,1
41483,1
41484,1
41485,1
41486,1
41487,0
41488,1
41489,0
41490,0
41491,1
41492,1
41493,0
41494,1
41495,1
41496,1
41497,0
41498,1
41499,1
41500,1
41501,1
41502,1
41503,1
41504,1
41505,1
41506,1
41507,1
41508,0
41509,1
41510,1
41511,1
41512,0
41513,1
41514,1
41515,1
41516,1
41517,1
41518,1
41519,0
41520,1
41521,1
41522,1
41523,0
41524,0
41525,1
41526,1
41527,1
41528,0
41529,1
41530,1
41531,1
41532,1
41533,1
41534,1
41535,0
41536,1
41537,1
41538,1
41539,1
41540,1
41541,1
41542,1
41543,0
41544,1
41545,0
41546,1
41547,1
41548,1
41549,0
41550,0
41551,1
41552,1
41553,1
41554,0
41555,1
41556,1
41557,1
41558,1
41559,0
41560,0
41561,0
41562,0
41563,1
41564,1
41565,1
41566,1
41567,1
41568,1
41569,1
41570,1
41571,0
41572,1
41573,1
41574,1
41575,1
41576,1
41577,1
41578,1
41579,1
41580,1
41581,1
41582,1
41583,1
41584,0
41585,1
41586,1
41587,1
41588,0
41589,0
41590,0
41591,0
41592,1
41593,1
41594,1
41595,0
41596,1
41597,0
41598,0
41599,0
41600,1
41601,0
41602,1
41603,1
41604,1
41605,0
41606,1
41607,1
41608,1
41609,1
41610,1
41611,1
41612,1
41613,0
41614,1
41615,1
41616,1
41617,1
41618,0
41619,1
41620,0
41621,1
41622,1
41623,1
41624,1
41625,1
41626,1
41627,1
41628,1
41629,0
41630,1
41631,1
41632,0
41633,1
41634,1
41635,0
41636,1
41637,1
41638,1
41639,0
41640,0
41641,1
41642,1
41643,1
41644,1
41645,1
41646,1
41647,1
41648,1
41649,0
41650,0
41651,1
41652,1
41653,0
41654,0
41655,1
41656,1
41657,1
41658,1
41659,1
41660,0
41661,1
41662,1
41663,1
41664,1
41665,1
41666,1
41667,0
41668,1
41669,1
41670,1
41671,1
41672,0
41673,1
41674,1
41675,1
41676,1
41677,0
41678,0
41679,1
41680,1
41681,1
41682,0
41683,1
41684,1
41685,1
41686,1
41687,1
41688,1
41689,1
41690,0
41691,0
41692,1
41693,0
41694,0
41695,0
41696,1
41697,1
41698,1
41699,1
41700,1
41701,1
41702,1
41703,1
41704,1
41705,1
41706,1
41707,1
41708,1
41709,0
41710,1
41711,1
41712,1
41713,0
41714,1
41715,1
41716,1
41717,1
41718,1
41719,1
41720,0
41721,1
41722,0
41723,1
41724,1
41725,0
41726,1
41727,1
41728,1
41729,0
41730,0
41731,0
41732,1
41733,0
41734,0
41735,1
41736,1
41737,1
41738,0
41739,1
41740,0
41741,0
41742,1
41743,1
41744,0
41745,0
41746,1
41747,1
41748,1
41749,1
41750,1
41751,0
41752,0
41753,0
41754,0
41755,1
41756,1
41757,1
41758,1
41759,1
41760,0
41761,0
41762,0
41763,1
41764,1
41765,1
41766,0
41767,1
41768,1
41769,1
41770,1
41771,1
41772,1
41773,0
41774,1
41775,0
41776,1
41777,1
41778,1
41779,1
41780,1
41781,1
41782,0
41783,1
41784,0
41785,0
41786,1
41787,1
41788,0
41789,1
41790,1
41791,0
41792,1
41793,0
41794,1
41795,1
41796,1
41797,1
41798,1
41799,1
41800,1
41801,1
41802,1
41803,1
41804,1
41805,1
41806,1
41807,1
41808,1
41809,1
41810,1
41811,1
41812,1
41813,1
41814,1
41815,1
41816,1
41817,1
41818,0
41819,1
41820,1
41821,1
41822,1
41823,1
41824,1
41825,0
41826,1
41827,1
41828,1
41829,0
41830,0
41831,1
41832,0
41833,1
41834,1
41835,1
41836,1
41837,1
41838,1
41839,0
41840,0
41841,1
41842,1
41843,1
41844,1
41845,1
41846,0
41847,0
41848,1
41849,1
41850,1
41851,1
41852,1
41853,1
41854,1
41855,1
41856,1
41857,1
41858,1
41859,0
41860,1
41861,1
41862,0
41863,0
41864,1
41865,1
41866,1
41867,0
41868,0
41869,0
41870,0
41871,1
41872,1
41873,1
